"species","transect","frequency","comment"
"Leptospermum squarrosum","T14",0,""
"Leptospermum squarrosum","T49",0,""
"Leptospermum squarrosum","T4",0,""
"Leptospermum squarrosum","T29",13,""
"Leptospermum squarrosum","T28",9,""
"Leptospermum squarrosum","T34",0,""
"Leptospermum squarrosum","T48",6,""
"Leptospermum squarrosum","T30",22,""
"Leptospermum squarrosum","T32",0,""
"Leptospermum squarrosum","T17",0,""
"Leptospermum squarrosum","T16",0,""
"Leptospermum squarrosum","T19",0,""
"Leptospermum squarrosum","T23",0,""
"Leptospermum squarrosum","T44",0,""
"Leptospermum squarrosum","T7",0,""
"Leptospermum squarrosum","T1",5,""
"Leptospermum squarrosum","T22",0,""
"Leptospermum squarrosum","T33",0,""
"Leptospermum squarrosum","T42",0,""
"Leptospermum squarrosum","T12",0,""
"Leptospermum squarrosum","T2",27,""
"Leptospermum squarrosum","T60",0,""
"Leptospermum squarrosum","T47",27,""
"Leptospermum squarrosum","T24",0,""
"Leptospermum squarrosum","T43",20,""
"Leptospermum squarrosum","T13",0,""
"Leptospermum squarrosum","T8",30,""
"Leptospermum squarrosum","T6",0,""
"Leptospermum squarrosum","T50",0,""
"Leptospermum squarrosum","T35",0,""
"Leptospermum squarrosum","T27",24,""
"Leptospermum squarrosum","T18",2,""
"Leptospermum squarrosum","T5",3,""
"Leptospermum squarrosum","T9",0,""
"Leptospermum squarrosum","T38",10,""
"Leptospermum squarrosum","T39",0,""
"Leptospermum squarrosum","T31",15,""
"Leptospermum squarrosum","T46",0,""
"Leptospermum squarrosum","T45",0,""
"Leptospermum squarrosum","T15",0,""
"Leptospermum squarrosum","T40",0,""
"Leptospermum squarrosum","T57",0,""
"Leptospermum squarrosum","T59",0,""
"Leptospermum squarrosum","T21",0,""
"Leptospermum squarrosum","T20",1,""
"Leptospermum squarrosum","T53",0,""
"Leptospermum squarrosum","T25",0,""
"Leptospermum squarrosum","T37",0,""
"Leptospermum squarrosum","T11",21,""
"Leptospermum squarrosum","T3",23,""
"Leptospermum squarrosum","T41",28,""
"Leptospermum squarrosum","T36",0,""
"Leptospermum squarrosum","T10",0,""
"Leptospermum squarrosum","T26",0,""
"Leptospermum trinervium","T29",0,""
"Leptospermum trinervium","T44",0,""
"Leptospermum trinervium","T19",0,""
"Leptospermum trinervium","T33",0,""
"Leptospermum trinervium","T17",0,""
"Leptospermum trinervium","T14",3,""
"Leptospermum trinervium","T49",0,""
"Leptospermum trinervium","T32",0,""
"Leptospermum trinervium","T42",0,""
"Leptospermum trinervium","T4",0,""
"Leptospermum trinervium","T31",0,""
"Leptospermum trinervium","T34",1,""
"Leptospermum trinervium","T48",8,""
"Leptospermum trinervium","T28",0,""
"Leptospermum trinervium","T18",0,""
"Leptospermum trinervium","T2",1,""
"Leptospermum trinervium","T22",0,""
"Leptospermum trinervium","T60",0,""
"Leptospermum trinervium","T39",0,""
"Leptospermum trinervium","T50",0,""
"Leptospermum trinervium","T7",0,""
"Leptospermum trinervium","T6",0,""
"Leptospermum trinervium","T16",0,""
"Leptospermum trinervium","T47",0,""
"Leptospermum trinervium","T59",0,""
"Leptospermum trinervium","T12",1,""
"Leptospermum trinervium","T30",0,""
"Leptospermum trinervium","T8",0,""
"Leptospermum trinervium","T57",0,""
"Leptospermum trinervium","T9",0,""
"Leptospermum trinervium","T43",0,""
"Leptospermum trinervium","T20",0,""
"Leptospermum trinervium","T24",0,""
"Leptospermum trinervium","T36",0,""
"Leptospermum trinervium","T45",0,""
"Leptospermum trinervium","T23",0,""
"Leptospermum trinervium","T46",0,""
"Leptospermum trinervium","T3",0,""
"Leptospermum trinervium","T41",0,""
"Leptospermum trinervium","T10",0,""
"Leptospermum trinervium","T1",0,""
"Leptospermum trinervium","T5",0,""
"Leptospermum trinervium","T40",0,""
"Leptospermum trinervium","T38",0,""
"Leptospermum trinervium","T27",0,""
"Leptospermum trinervium","T53",6,""
"Leptospermum trinervium","T35",0,""
"Leptospermum trinervium","T37",14,""
"Leptospermum trinervium","T13",0,""
"Leptospermum trinervium","T15",0,""
"Leptospermum trinervium","T21",0,""
"Leptospermum trinervium","T11",0,""
"Leptospermum trinervium","T25",0,""
"Leptospermum trinervium","T26",0,""
"Lepyrodia anarthria","T4",0,""
"Lepyrodia anarthria","T29",0,""
"Lepyrodia anarthria","T34",0,""
"Lepyrodia anarthria","T7",0,""
"Lepyrodia anarthria","T49",0,""
"Lepyrodia anarthria","T39",0,""
"Lepyrodia anarthria","T17",0,""
"Lepyrodia anarthria","T19",0,""
"Lepyrodia anarthria","T60",0,""
"Lepyrodia anarthria","T53",0,""
"Lepyrodia anarthria","T42",0,""
"Lepyrodia anarthria","T48",0,""
"Lepyrodia anarthria","T14",0,""
"Lepyrodia anarthria","T33",0,""
"Lepyrodia anarthria","T44",0,""
"Lepyrodia anarthria","T47",0,""
"Lepyrodia anarthria","T16",0,""
"Lepyrodia anarthria","T22",0,""
"Lepyrodia anarthria","T20",0,""
"Lepyrodia anarthria","T57",0,""
"Lepyrodia anarthria","T9",0,""
"Lepyrodia anarthria","T2",0,""
"Lepyrodia anarthria","T1",0,""
"Lepyrodia anarthria","T32",0,""
"Lepyrodia anarthria","T31",0,""
"Lepyrodia anarthria","T43",0,""
"Lepyrodia anarthria","T35",0,""
"Lepyrodia anarthria","T18",0,""
"Lepyrodia anarthria","T3",0,""
"Lepyrodia anarthria","T12",0,""
"Lepyrodia anarthria","T46",0,""
"Lepyrodia anarthria","T27",0,""
"Lepyrodia anarthria","T24",0,""
"Lepyrodia anarthria","T21",7,""
"Lepyrodia anarthria","T37",0,""
"Lepyrodia anarthria","T23",0,""
"Lepyrodia anarthria","T36",0,""
"Lepyrodia anarthria","T40",0,""
"Lepyrodia anarthria","T41",0,""
"Lepyrodia anarthria","T50",0,""
"Lepyrodia anarthria","T28",0,""
"Lepyrodia anarthria","T5",0,""
"Lepyrodia anarthria","T8",0,""
"Lepyrodia anarthria","T59",0,""
"Lepyrodia anarthria","T30",0,""
"Lepyrodia anarthria","T45",0,""
"Lepyrodia anarthria","T15",0,""
"Lepyrodia anarthria","T25",0,""
"Lepyrodia anarthria","T6",0,""
"Lepyrodia anarthria","T13",0,""
"Lepyrodia anarthria","T38",0,""
"Lepyrodia anarthria","T11",0,""
"Lepyrodia anarthria","T10",0,""
"Lepyrodia anarthria","T26",0,""
"Lepyrodia scariosa","T49",3,""
"Lepyrodia scariosa","T19",20,""
"Lepyrodia scariosa","T14",9,""
"Lepyrodia scariosa","T4",25,""
"Lepyrodia scariosa","T29",28,""
"Lepyrodia scariosa","T44",30,""
"Lepyrodia scariosa","T17",13,""
"Lepyrodia scariosa","T6",13,""
"Lepyrodia scariosa","T32",3,""
"Lepyrodia scariosa","T60",0,""
"Lepyrodia scariosa","T47",28,""
"Lepyrodia scariosa","T34",3,""
"Lepyrodia scariosa","T2",16,""
"Lepyrodia scariosa","T48",27,""
"Lepyrodia scariosa","T33",30,""
"Lepyrodia scariosa","T57",12,""
"Lepyrodia scariosa","T43",2,""
"Lepyrodia scariosa","T22",13,""
"Lepyrodia scariosa","T20",30,""
"Lepyrodia scariosa","T39",20,""
"Lepyrodia scariosa","T42",0,""
"Lepyrodia scariosa","T9",27,""
"Lepyrodia scariosa","T16",0,""
"Lepyrodia scariosa","T41",29,""
"Lepyrodia scariosa","T7",30,""
"Lepyrodia scariosa","T31",12,""
"Lepyrodia scariosa","T12",0,""
"Lepyrodia scariosa","T28",1,""
"Lepyrodia scariosa","T18",20,""
"Lepyrodia scariosa","T50",6,""
"Lepyrodia scariosa","T59",15,""
"Lepyrodia scariosa","T30",0,""
"Lepyrodia scariosa","T5",0,""
"Lepyrodia scariosa","T24",0,""
"Lepyrodia scariosa","T37",20,""
"Lepyrodia scariosa","T13",13,""
"Lepyrodia scariosa","T1",0,""
"Lepyrodia scariosa","T8",6,""
"Lepyrodia scariosa","T53",15,""
"Lepyrodia scariosa","T45",21,""
"Lepyrodia scariosa","T35",0,""
"Lepyrodia scariosa","T27",16,""
"Lepyrodia scariosa","T15",0,""
"Lepyrodia scariosa","T36",11,""
"Lepyrodia scariosa","T46",0,""
"Lepyrodia scariosa","T23",0,""
"Lepyrodia scariosa","T21",3,""
"Lepyrodia scariosa","T3",24,""
"Lepyrodia scariosa","T40",0,""
"Lepyrodia scariosa","T25",16,""
"Lepyrodia scariosa","T26",4,""
"Lepyrodia scariosa","T11",5,""
"Lepyrodia scariosa","T38",19,""
"Lepyrodia scariosa","T10",0,""
"Leucopogon esquamatus","T29",0,""
"Leucopogon esquamatus","T34",0,""
"Leucopogon esquamatus","T4",0,""
"Leucopogon esquamatus","T19",0,""
"Leucopogon esquamatus","T60",0,""
"Leucopogon esquamatus","T17",0,""
"Leucopogon esquamatus","T7",0,""
"Leucopogon esquamatus","T14",0,""
"Leucopogon esquamatus","T48",0,""
"Leucopogon esquamatus","T49",0,""
"Leucopogon esquamatus","T32",0,""
"Leucopogon esquamatus","T44",0,""
"Leucopogon esquamatus","T2",0,""
"Leucopogon esquamatus","T27",0,""
"Leucopogon esquamatus","T33",0,""
"Leucopogon esquamatus","T18",1,""
"Leucopogon esquamatus","T46",0,""
"Leucopogon esquamatus","T16",0,""
"Leucopogon esquamatus","T30",0,""
"Leucopogon esquamatus","T39",0,""
"Leucopogon esquamatus","T42",0,""
"Leucopogon esquamatus","T9",0,""
"Leucopogon esquamatus","T6",0,""
"Leucopogon esquamatus","T1",0,""
"Leucopogon esquamatus","T47",0,""
"Leucopogon esquamatus","T59",0,""
"Leucopogon esquamatus","T12",0,""
"Leucopogon esquamatus","T22",0,""
"Leucopogon esquamatus","T28",0,""
"Leucopogon esquamatus","T57",0,""
"Leucopogon esquamatus","T53",0,""
"Leucopogon esquamatus","T43",0,""
"Leucopogon esquamatus","T20",2,""
"Leucopogon esquamatus","T24",0,""
"Leucopogon esquamatus","T3",3,""
"Leucopogon esquamatus","T50",0,""
"Leucopogon esquamatus","T23",0,""
"Leucopogon esquamatus","T31",0,""
"Leucopogon esquamatus","T5",0,""
"Leucopogon esquamatus","T41",0,""
"Leucopogon esquamatus","T35",0,""
"Leucopogon esquamatus","T15",0,""
"Leucopogon esquamatus","T21",0,""
"Leucopogon esquamatus","T40",0,""
"Leucopogon esquamatus","T38",0,""
"Leucopogon esquamatus","T13",0,""
"Leucopogon esquamatus","T10",0,""
"Leucopogon esquamatus","T11",0,""
"Leucopogon esquamatus","T37",0,""
"Leucopogon esquamatus","T45",0,""
"Leucopogon esquamatus","T26",0,""
"Leucopogon esquamatus","T8",0,""
"Leucopogon esquamatus","T36",0,""
"Leucopogon esquamatus","T25",0,""
"Leucopogon microphyllus","T19",0,""
"Leucopogon microphyllus","T29",0,""
"Leucopogon microphyllus","T34",0,""
"Leucopogon microphyllus","T14",0,""
"Leucopogon microphyllus","T44",0,""
"Leucopogon microphyllus","T32",0,""
"Leucopogon microphyllus","T7",0,""
"Leucopogon microphyllus","T48",25,""
"Leucopogon microphyllus","T4",0,""
"Leucopogon microphyllus","T49",0,""
"Leucopogon microphyllus","T60",0,""
"Leucopogon microphyllus","T17",0,""
"Leucopogon microphyllus","T16",0,""
"Leucopogon microphyllus","T2",0,""
"Leucopogon microphyllus","T35",0,""
"Leucopogon microphyllus","T47",3,""
"Leucopogon microphyllus","T22",0,""
"Leucopogon microphyllus","T6",0,""
"Leucopogon microphyllus","T9",0,""
"Leucopogon microphyllus","T20",0,""
"Leucopogon microphyllus","T24",0,""
"Leucopogon microphyllus","T42",0,""
"Leucopogon microphyllus","T43",0,""
"Leucopogon microphyllus","T33",0,""
"Leucopogon microphyllus","T39",0,""
"Leucopogon microphyllus","T57",0,""
"Leucopogon microphyllus","T50",0,""
"Leucopogon microphyllus","T12",0,""
"Leucopogon microphyllus","T18",0,""
"Leucopogon microphyllus","T5",0,""
"Leucopogon microphyllus","T31",0,""
"Leucopogon microphyllus","T46",0,""
"Leucopogon microphyllus","T27",0,""
"Leucopogon microphyllus","T53",0,""
"Leucopogon microphyllus","T3",0,""
"Leucopogon microphyllus","T37",0,""
"Leucopogon microphyllus","T1",0,""
"Leucopogon microphyllus","T28",0,""
"Leucopogon microphyllus","T15",0,""
"Leucopogon microphyllus","T36",0,""
"Leucopogon microphyllus","T45",0,""
"Leucopogon microphyllus","T30",0,""
"Leucopogon microphyllus","T23",0,""
"Leucopogon microphyllus","T8",0,""
"Leucopogon microphyllus","T59",0,""
"Leucopogon microphyllus","T13",0,""
"Leucopogon microphyllus","T10",0,""
"Leucopogon microphyllus","T11",0,""
"Leucopogon microphyllus","T40",0,""
"Leucopogon microphyllus","T25",0,""
"Leucopogon microphyllus","T38",0,""
"Leucopogon microphyllus","T26",0,""
"Leucopogon microphyllus","T21",0,""
"Leucopogon microphyllus","T41",0,""
"Lindsaea linearis","T17",0,""
"Lindsaea linearis","T29",0,""
"Lindsaea linearis","T44",0,""
"Lindsaea linearis","T49",0,""
"Lindsaea linearis","T19",0,""
"Lindsaea linearis","T34",0,""
"Lindsaea linearis","T20",0,""
"Lindsaea linearis","T7",2,""
"Lindsaea linearis","T32",27,""
"Lindsaea linearis","T39",30,""
"Lindsaea linearis","T33",0,""
"Lindsaea linearis","T47",5,""
"Lindsaea linearis","T4",0,""
"Lindsaea linearis","T60",0,""
"Lindsaea linearis","T22",19,""
"Lindsaea linearis","T18",1,""
"Lindsaea linearis","T9",17,""
"Lindsaea linearis","T14",1,""
"Lindsaea linearis","T2",11,""
"Lindsaea linearis","T27",0,""
"Lindsaea linearis","T42",0,""
"Lindsaea linearis","T12",0,""
"Lindsaea linearis","T48",0,""
"Lindsaea linearis","T16",0,""
"Lindsaea linearis","T24",0,""
"Lindsaea linearis","T3",3,""
"Lindsaea linearis","T50",1,""
"Lindsaea linearis","T45",0,""
"Lindsaea linearis","T28",0,""
"Lindsaea linearis","T5",0,""
"Lindsaea linearis","T31",9,""
"Lindsaea linearis","T6",13,""
"Lindsaea linearis","T30",0,""
"Lindsaea linearis","T1",0,""
"Lindsaea linearis","T8",8,""
"Lindsaea linearis","T57",0,""
"Lindsaea linearis","T43",0,""
"Lindsaea linearis","T35",0,""
"Lindsaea linearis","T15",0,""
"Lindsaea linearis","T53",15,""
"Lindsaea linearis","T37",2,""
"Lindsaea linearis","T38",28,""
"Lindsaea linearis","T23",0,""
"Lindsaea linearis","T13",0,""
"Lindsaea linearis","T46",0,""
"Lindsaea linearis","T25",0,""
"Lindsaea linearis","T10",4,""
"Lindsaea linearis","T11",0,""
"Lindsaea linearis","T40",0,""
"Lindsaea linearis","T59",0,""
"Lindsaea linearis","T21",0,""
"Lindsaea linearis","T26",0,""
"Lindsaea linearis","T41",1,""
"Lindsaea linearis","T36",10,""
"Lomandra cylindrica","T49",0,""
"Lomandra cylindrica","T29",0,""
"Lomandra cylindrica","T17",0,""
"Lomandra cylindrica","T4",0,""
"Lomandra cylindrica","T19",0,""
"Lomandra cylindrica","T44",3,""
"Lomandra cylindrica","T32",0,""
"Lomandra cylindrica","T34",0,""
"Lomandra cylindrica","T60",0,""
"Lomandra cylindrica","T5",0,""
"Lomandra cylindrica","T27",0,""
"Lomandra cylindrica","T39",10,""
"Lomandra cylindrica","T14",5,""
"Lomandra cylindrica","T48",0,""
"Lomandra cylindrica","T16",0,""
"Lomandra cylindrica","T33",0,""
"Lomandra cylindrica","T7",0,""
"Lomandra cylindrica","T20",1,""
"Lomandra cylindrica","T22",0,""
"Lomandra cylindrica","T30",0,""
"Lomandra cylindrica","T57",0,""
"Lomandra cylindrica","T2",1,""
"Lomandra cylindrica","T9",5,""
"Lomandra cylindrica","T6",5,""
"Lomandra cylindrica","T15",0,""
"Lomandra cylindrica","T42",0,""
"Lomandra cylindrica","T46",0,""
"Lomandra cylindrica","T12",0,""
"Lomandra cylindrica","T28",0,""
"Lomandra cylindrica","T47",9,""
"Lomandra cylindrica","T37",6,""
"Lomandra cylindrica","T36",0,""
"Lomandra cylindrica","T35",0,""
"Lomandra cylindrica","T18",0,""
"Lomandra cylindrica","T24",0,""
"Lomandra cylindrica","T3",3,""
"Lomandra cylindrica","T43",0,""
"Lomandra cylindrica","T1",0,""
"Lomandra cylindrica","T31",0,""
"Lomandra cylindrica","T53",1,""
"Lomandra cylindrica","T50",0,""
"Lomandra cylindrica","T45",0,""
"Lomandra cylindrica","T8",2,""
"Lomandra cylindrica","T13",0,""
"Lomandra cylindrica","T41",0,""
"Lomandra cylindrica","T59",0,""
"Lomandra cylindrica","T23",0,""
"Lomandra cylindrica","T26",0,""
"Lomandra cylindrica","T40",0,""
"Lomandra cylindrica","T25",0,""
"Lomandra cylindrica","T10",0,""
"Lomandra cylindrica","T38",0,""
"Lomandra cylindrica","T11",0,""
"Lomandra cylindrica","T21",0,""
"Lomandra filiformis subspecies coriacea","T29",0,""
"Lomandra filiformis subspecies coriacea","T49",0,""
"Lomandra filiformis subspecies coriacea","T34",0,""
"Lomandra filiformis subspecies coriacea","T30",0,""
"Lomandra filiformis subspecies coriacea","T22",0,""
"Lomandra filiformis subspecies coriacea","T60",0,""
"Lomandra filiformis subspecies coriacea","T32",0,""
"Lomandra filiformis subspecies coriacea","T7",0,""
"Lomandra filiformis subspecies coriacea","T14",0,""
"Lomandra filiformis subspecies coriacea","T48",0,""
"Lomandra filiformis subspecies coriacea","T15",0,""
"Lomandra filiformis subspecies coriacea","T39",0,""
"Lomandra filiformis subspecies coriacea","T44",0,""
"Lomandra filiformis subspecies coriacea","T12",0,""
"Lomandra filiformis subspecies coriacea","T19",0,""
"Lomandra filiformis subspecies coriacea","T4",0,""
"Lomandra filiformis subspecies coriacea","T18",0,""
"Lomandra filiformis subspecies coriacea","T17",0,""
"Lomandra filiformis subspecies coriacea","T6",0,""
"Lomandra filiformis subspecies coriacea","T33",0,""
"Lomandra filiformis subspecies coriacea","T20",0,""
"Lomandra filiformis subspecies coriacea","T42",0,""
"Lomandra filiformis subspecies coriacea","T50",0,""
"Lomandra filiformis subspecies coriacea","T35",0,""
"Lomandra filiformis subspecies coriacea","T16",0,""
"Lomandra filiformis subspecies coriacea","T47",0,""
"Lomandra filiformis subspecies coriacea","T9",1,""
"Lomandra filiformis subspecies coriacea","T2",0,""
"Lomandra filiformis subspecies coriacea","T45",0,""
"Lomandra filiformis subspecies coriacea","T28",0,""
"Lomandra filiformis subspecies coriacea","T57",0,""
"Lomandra filiformis subspecies coriacea","T43",0,""
"Lomandra filiformis subspecies coriacea","T46",0,""
"Lomandra filiformis subspecies coriacea","T27",0,""
"Lomandra filiformis subspecies coriacea","T24",0,""
"Lomandra filiformis subspecies coriacea","T37",0,""
"Lomandra filiformis subspecies coriacea","T40",0,""
"Lomandra filiformis subspecies coriacea","T23",0,""
"Lomandra filiformis subspecies coriacea","T53",0,""
"Lomandra filiformis subspecies coriacea","T3",0,""
"Lomandra filiformis subspecies coriacea","T31",0,""
"Lomandra filiformis subspecies coriacea","T25",0,""
"Lomandra filiformis subspecies coriacea","T1",0,""
"Lomandra filiformis subspecies coriacea","T5",0,""
"Lomandra filiformis subspecies coriacea","T8",1,""
"Lomandra filiformis subspecies coriacea","T59",0,""
"Lomandra filiformis subspecies coriacea","T10",0,""
"Lomandra filiformis subspecies coriacea","T38",0,""
"Lomandra filiformis subspecies coriacea","T11",0,""
"Lomandra filiformis subspecies coriacea","T36",0,""
"Lomandra filiformis subspecies coriacea","T13",0,""
"Lomandra filiformis subspecies coriacea","T26",0,""
"Lomandra filiformis subspecies coriacea","T21",0,""
"Lomandra filiformis subspecies coriacea","T41",0,""
"Lomandra filiformis subspecies filiformis","T19",0,""
"Lomandra filiformis subspecies filiformis","T17",0,""
"Lomandra filiformis subspecies filiformis","T49",0,""
"Lomandra filiformis subspecies filiformis","T34",0,""
"Lomandra filiformis subspecies filiformis","T44",0,""
"Lomandra filiformis subspecies filiformis","T4",0,""
"Lomandra filiformis subspecies filiformis","T32",0,""
"Lomandra filiformis subspecies filiformis","T33",0,""
"Lomandra filiformis subspecies filiformis","T7",0,""
"Lomandra filiformis subspecies filiformis","T16",0,""
"Lomandra filiformis subspecies filiformis","T22",0,""
"Lomandra filiformis subspecies filiformis","T60",0,""
"Lomandra filiformis subspecies filiformis","T42",0,""
"Lomandra filiformis subspecies filiformis","T35",0,""
"Lomandra filiformis subspecies filiformis","T29",0,""
"Lomandra filiformis subspecies filiformis","T48",0,""
"Lomandra filiformis subspecies filiformis","T47",2,""
"Lomandra filiformis subspecies filiformis","T24",0,""
"Lomandra filiformis subspecies filiformis","T43",0,""
"Lomandra filiformis subspecies filiformis","T45",0,""
"Lomandra filiformis subspecies filiformis","T28",0,""
